product,date,title,rating,body
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on July 29, 2017","Good quality camera, with robust Android viewing software.",5.0,"Super easy setup, and the video quality is pretty good. It can be set to SD or HD, so you can extend your recording time, or reduce the cell bandwidth if watching from your phone.One thing that I particularly like is that the software (on Android, anyway) is fairly robust. You can set a trigger zone, sensitivity, and more. That is the main reason I tried this over another Sotion camera ... the software is clunky and you can't set trigger zones. So my ceiling fan would randomly trigger it. Also, it is easy to delete recorded clips that you don't need. At first I thought it only supported 6 second clips, but it sends you a 6 second review, with the option to watch the whole thing. I bought a micro SD card at the same time, and I'm pretty sure you need it for recording, but I wouldn't know because I started with it plugged in and ready to go.It uses QR codes for setup, which is quick and easy. I think that means that you HAVE to use a smartphone to set it up. There may be a way to do it by computer, but once again I set it up via my LG G5 and it was a breeze. One thing, during the setup, wait until you are ready to connect to the camera before you power it up. Otherwise the ""READY TO CONNECT!"" voice cue over and over will really get on your nerves.The audio chat is a nice feature, the sound quality is fair. Better than others I've tried.Once finances permit, I will be picking up a couple more of these. For the price point, I'd say this is a winner."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on July 26, 2017",Sad- I really wanted to like these.,1.0,"I bought the 1080 and a 720. I had to return the 1080 because there was a loose connection in the camera and it wouldn't turn on. I had to wiggle the cord around to get it to turn on but the second I took my finger off it, dead. Now I'm stuck with one 720 camera. It has been nothing but a hassle as well. I have a brand new 32gb so card in it and the app won't record a thing. It says it will turn orange and you can go back to look. Not mine. No orange at all. Now I'm sitting here trying to reconnect it because it stopped working and the yellow light won't turn off. I've pushed in the reset button several times and nothing. I will be returning this too to buy another brand. Sad- I really wanted to like these."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on June 7, 2022",It’s an extremely affordable and very easy to set up way to have piece of mind,5.0,"Honestly it’s the best camera I have bought yet and almost the least expensive -  I set it up once on my wifi- changed password, bought some cloud storage and it sends me notifications as much or little as I want and it is amazing.  Not the best quality pic out ther and maybe not even close but if someone is breaking into my house, I don’t need the see there sweat in a 4K quality or whatever because I would be heading for safety.  If you want a super affordable, good quality price of mind then this is the one but if your a Karen whose in need of the top of the line quality picture just so you can post them all to social media and bash others because you’re miserable look elsewhere -  I myself will be buying 3 more"
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on November 20, 2020",I'd like to clear something up about YI camera...,5.0,"I'd like to clear something up about YI camera...You do NOT have to have buy an SD memory card to make this work. I repeat, you do NOT need an SD card.The SD card is only if you want it to record 24 hours a day so you can review later.If you do NOT install an SD card it works fine. What happens without an SD card is after you ""arm"" it when it senses movement, it sends an alert to your phone along with a 6 second video of what moved. Then it waits 3 minutes. If it still senses movement it sends you another alert and another 6 second video to your phone, etc. For me, this is all I need. If there is no movement, nothing gets recorded since there is no SD card. Without the SD card it is not recording 24 hours a day, it only records when it's ""armed"" and it senses movement.Now for the SD card. If you DO install an SD card it records everything to the SD card 24 hours a day, whether you want it to or not, and whether there is movement or not. The SD card has nothing to do with the alert or 6 second video sent to your phone. You get the alerts whether you have an SD card installed or not. I guess if you wanted to see what your dog did while you were gone, having the SD card would be useful. But I don't need to review what happened in my house for the past 24 hours and I don't need it recording me when I'm home to the SD card all the time, so I don't use an SD card. All I want is the alerts if someone breaks in. So basically you need an SD card ONLY if you want your rooms recorded 24 hours a day or you need to see everything that happened while you were gone. I hope this clears things up a little.The phone app is very well done. I like the fact that you can ""arm"" the camera to send alerts by pressing only one button labelled ""Away"". Then you disarm it when you get home by pressing one button on the app labelled ""Home"". So easy! And the setup of the camera was easier than I thought it would be.I liked the camera and the phone app so much I bought another one for the other room and going to buy their ""outdoor"" model for my backyard. Excellent product at an excellent price."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on July 8, 2017","Easy to set up, awesome picture and ease of operation",5.0,"After going through 3 ip cameras, this one is a keeper.  Download the app, follow voice comands, and you are in business.  You have a choice of using a sd chip or cloud storage or both if you choose.  The cam, if you wish, records 24/7 with hash marks to show the exact time it detected motion, you have the choice to receive notification of that event or just record it. I could go on but it has everything you need to monitor your home or nursery.  I will say that the picture is HD and very clear.  You have a choice to record and monitor at lower rates to save memory but with a 32 gig chip or the cloud program that is offered you can record several weeks of HD on the chip before it automatically over writes the old data.  The app is user friendly and very responsive.  The night vision or IR is very strong and it illuminates my living room very nicely.  Also there is a feature where you can extinguish all signs of light coming from the cam so it will be totally invisible.  Even in night mode there isn't any sign of a glow from the cam."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on September 6, 2018",Great upgrade from 720p!,5.0,"I've always loved the 720p cameras that Yi made. Heck, I own 5 of them. But I recently bought a 1080p camera (it was about the same price anyway). Initially, I wanted to try it as a baby cam. But it was late at night and I decided to test it and I replaced it with the one that I had facing out my front door window. it fit in the same base, so switching the cameras was very easy.If the camera is facing out a window, the night vision IR should be turned off or you will see a reflection. That's what I did with both of the cameras. But what I didn't expect was how much better the new camera would be at night! I certainly didn't expect a color image at nighttime. The detail is so much better! The sound is also improved - especially when speaking remotely to the camera (an area that the old camera lacked in). It's a nice feature even if I rarely use it.I didn't get a chance to try the new ""baby crying detection"" feature, but so far I love everything else about the camera.Yes, I've read the concerns about the privacy issues. So, for me, I just don't place them in places that might be concerning (over my bed, in the living room, etc). So if someone wants to watch my front door, back door, or my backyard chicken coop... enjoy (that must be a very boring life!). For me, the benefits outweigh the risk.Note: I sprayed a frosted glass coat on the glass except for a small square for the camera to view out."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on September 29, 2020",Love these cameras,5.0,I absolutely love these cameras. I bought them as security cameras for my home after it was broken into and my neighbor caught someone on his camera standing at my front door while my door was open after midnight. Scary stuff. I have 5 of these cameras pointing outside my home in just about every direction. I also use them to keep an eye on my kids in their playroom and while they are doing schoolwork (with virtual learning the new norm). They work wonders. They pick up every little movement. We have SD cards in them so they record continuously and i delete when they are full. I can go back up to 5-7 days with the SD cards. It helps make us feel more secure at home and they do a great job. I have recommended these cameras to family and friends. I will buy more if i need them!
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on February 8, 2019",Terrible Support and No Custoemr Service,1.0,"Customer Service for Yi Home might as well be nonexistent. It is outsourced outside the US. They are either unresponsive or unwilling to help. I sent an email to the support email address because the app was not working. I was told that the app malfunction was a known issue and it would be resolved soon.  I also informed them that my subscription showed as being expired on the app, but that I renewed my subscription just recently. I was asked to provide screen shots of the messages and proof of payment. I provided both. No further response from “support.” After three days I called the help line and spoke with “Troy.” He said they would fix this and respond in one day. They did neither. I asked if he could help fix the “expired” subscription problem – keep in mind that this is a home security system and you must be subscribed to view video from the cloud. The rep stated that I must send him the screen shots showing proof of payment. He said that he would send me an email to respond to with the images. He never did. I sent another email to support the next day. I received an automated reply and have not heard anything else two days later. I called the help line again the following day and was hung up on. Called again and got a recording stating that no reps are available and to leave a message. Now it has been almost two weeks since my initial email to support with no resolution and no responses for over a week. I am beyond frustrated. The cameras are a great concept, but the company does not back it up."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on November 5, 2017","Great Camera, Inexpensive Cloud Backup",5.0,"Of all the home cameras available on Amazon, this one seemed to give me the best bang for the buck.  I also liked the fact that you can subscribe to YI's cloud service for just $66/year and that is for five cameras.  As for the camera, the setup was really simple using YI's phone app.  The camera has a really wide view and the image is as sharp as you can imagine.  It also works in total darkness, as if it's wearing night vision goggles.  It's small, built well and on a nice swivel so you can angle it just right.  It has a light that tells you it's ""on"" but you can turn that off through the phone app.  YI gives you a 30-day free trial of its cloud service, which has been working fine.  I initially had a problem subscribing to their cloud service because of a Paypal problem.  I e-mailed YI customer support and got a response only a couple of hours later.  I liked this camera so much I bought a second, which is relatively inexpensive and which will be connected to their cloud service at no additional charge."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on June 23, 2020",I only bought this to see if my apartment cleaning team is still in my apartment.,5.0,"I work from home and my apartment cleaning team is never there at the same time. So, I try to work from somewhere else outside of my pad when I know the cleaners are coming, ever Tuesday afternoon. So, this works perfectly: I can ""pop in"" to make sure the team: arrived, is there or has left (I am messy, I can tell that they've been there!).  So, this device is so easy to use and affordable enough that it's fine that I only use it for a single, weekly, purpose. I only bought one because I only need to know if they are there or not; if they've cleaned or not; and, if I can return home or if I need to work outside of my apartment for longer. It's perfect and it's always working whenever I ""pop in"" to look and see if and when my cleaning team is there."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on August 30, 2017",YI cameras home security systems hit it out of the park!,5.0,"Works just as advertised. So easy to set up a cave man could do it. Now that YI has cloud storage it makes huge sense as a security system. The camera still has a micro SD slot for a card so that recordings can stay local, but it is nice to have the cloud option (especially if the camera is stolen in a burglary). For the 60 bucks I paid for it I get an HD camera that I can readily identify anyone coming into my house. But more than that I get an alert to my smartphone and can view anyone setting off the alert and communicate with them from my office 10 miles away by two way audio. Will be setting up other YI cameras this week and see how they operate as a system. Love this and I can do my own monitoring. Also my wife and daughter can look on their smart phones before entering the house or property to make sure no unintended guests are lurking about.One note, if you keep your cameras on all the time and you are like me and walk around the house in various states of dress, you can be observed by whomever has access to your cameras (they are password protected so you have to invite someone to join your system). I have developed the habit of turning the cameras off when it is just me and my wife at home, and also setting the alert system to off so that when we are home and the cameras are on that I don't get an alert every 3 minutes. Great system for small to medium needs."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on April 13, 2020",Very nice product for the price. So pleased!,5.0,"I just got and set up 2 of these cameras today. One for the front and one for the back. I love them and I love that you can share your cameras through the app so my children can view them as well. I bought them for looking outside the house. They are stationed inside, on windows, looking outside. Very easy to set up, very easy to use the app to see both cameras. The motion detection is working very well, the night vision works, although I did have a glare when I turned the IR light setting on, unfortunately, so I cannot utilize that function looking out the window, but I'm sure if they were looking inside the house, that function would work well. Overall, I'm extremely pleased with my purchase and would happily recommend. Am considering buying 2 more for a couple blind spots."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on July 18, 2017","Easy to set up, and easy to use",5.0,"Okay, I am no tech wiz but I was able to set it up pretty quickly. I liked the fact that I can use a SD card and do not have to subscribe their service. I set it up in my sunroom to monitor my front door. I set motion detection setting, and it works very well during the daytime = no false alert. I put the sensitivity level as ""low"" for motion detection, but it still picks up a little bird hanging out in my yard. At night time, it picks up the cars passing by because apparently its headlight shines my front  yard??? --this I have never noticed before. Basically, I do get lots of false ""alerts"" at night but not during the daytime. I am not sure whether this has something to do with setting. Maybe I will have a heck of time in the winter when the Sun goes down early. All in all, I like it very much. If it goes well for another week (it's been only several days), I am thinking of buying more of them for my house."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on April 8, 2020",Great cameras if your need is right!,5.0,"These are great cameras if you're looking to build your own security setup without an all-in-one aspect.  The clarity is good in regular and low light.  Mounting options are available separately if yo do a search although shelf or table top is perfectly fine.  You don't have to load your footage to the cloud and can save it to your mobile device or install a memory card on the unit to save there.  Once hooked up to your wifi, it's easy to use the app to configure multiple cameras and how they work with auto detection and recording.  You can even turn off the light on the unit so it's not obvious whether or not it's on, alerting potential suspects to its presence.  Wish these were sold more in black vs white.  Otherwise, a great camera for the price point."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on September 7, 2021",Updates,5.0,I have had this camera already for 3 years.  Now they did some sort of updates that I am not able to view my history past the second day.  What is the point of having the camera if I can't view the history videos?  Sometimes doing updates are not the best!  This used to be a user-friendly video camera. Might start looking into another camera.  DISAPPOINTED.
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on December 14, 2020","Solid performance, affordable price.  Great cameras!",5.0,"I really like these cameras.  I started with the 720p version and recently upgraded to 1080p.  They are easy to use and do a great job.  I really like the software... very intuitive and user friendly.  The motion detection is amazing.  The camera turns on when movement is detected and records the event.  The software shows when motion was detected on a time line and automatically jumps to the spot on the timeline show you the recorded video.  Of course, you can view the videos from your phone or tablet from anywhere where there is WiFi or cellular data.  Be sure to get the SD card to enable saving of the recorded video - don’t forget.  I originally mounted one of these cameras in our front yard because one of our cars was vandalized.  In the 6 years we had the camera running we’ve recorded multiple small crimes in our neighborhood which have benefitted our neighbors.  Included are attempted auto theft, recovery of stolen wallets, home vandalism and other resolution of small mysteries.  These cameras enable affordable convenient security for your home.  Just bought one for my Mom too."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on November 13, 2017","Edited after 17 months of use,,,,,,,  beware",5.0,"Edited 3/12/21,,,, I gave this five starts so you can see it at the top  FINALLY app changes have killed this once great camera from its old glory. Please like this review so others can see it and be warned. Now the latest app update has made this wonderful camera not usable for those of us who enjoyed the SD recorded alerts. No more full, rotated screen alert viewing. Now you can only see you alerts on the tiny screen and they hide if from you with a ""buy the cloud"" button.  They've been trying to take away small bits of the features that SD users need with every update and not they are forcing us to buy $150 cloud service to get back what we had when we bought these cameras.Edited 7/5/2019,,,,,,I have had playback issues for the last year and many others are also having them. It started like most do,,, after an update.  You can watch a alert clip but not able to play back the entire clip. Sometimes the fix is unplugging the camera and restarting,,,If your are at home. Other times you need to remove the memory card, format it losing all the videos and alerts then restart. Either way it really makes the thing useless since you may not be looking at the videos until you leaver home or go on vacation and then you find out its not working, I've tried different cards and different size card but that dosen't help. Its a software issue and I hope they fix it soon. Then the privacy is another concern.."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on May 15, 2021",BUY THIS !!!!  It’s better than you think. !,5.0,This product is totally amazing.  Started off with only 1 for the kids room.But I was INSTANTLY impressed by .1) the high quality video2) the FREE options3) easy 123 install4) the intercoms are very loud and clear !5) only a millisecond of delay time.6) very inexpensive cloud options.7) I don’t recommend this to everyone but MINE WORK OUTSIDE IN THE RAIN ! Zero complications continued HD playback and these aren’t even the weather proof ones.I can go on and on.BUY THIS !!!!
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on July 25, 2017",BUY IT,5.0,"I've had this security camera long enough to give it an honest review I think. I bought this to keep an extra eye out on my 6 year old. I'm a single mom and this camera has been SOOOO nice to have. First of all, my son is on the autism spectrum and he's wandered before. It's literally like a nightmare. I install extra security for the doors anywhere we move now. When I got this camera it took 5 minutes to set up. I was very nervous I'd have issues with it, but none at all. It sends notifications to my phone anytime movement is made. I now know my son's sleep pattern better than I ever have before. I even discovered him sitting in bed watching TV one night at 4AM! I was able to see this from my own bed and go in and get him back to sleep. It works perfectly away from home also, and the 2-way 'walkie talkie' also works very good. Point is this is a really great camera, it works as it should, good quality, the price point is great and it's helped me a ton already. Thank you so much for making this and not charging a billion dollars for it. Not everyone can afford that, but we all deserve security."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on September 7, 2021","Don't waste you're money,👎👎👎👎👎👎👎",1.0,Don't waste you're money application developers keep doing updates which remove features that those were the reasons I purchased yi cameras believe me I have purchased different other brands instead.1. They removed feature where if I don't want night vision on I can switch to color 👎👎👎👎👎👎👎👎👎2 playback now 9/2021 only shows you 6 seconds of detection won't allow you to view full clip even if you have micro SD card like it use to 👎👎👎👎👎👎👎👎3. Playback now sends you back to 12am instead of current time so you can slide timeline 👎👎👎👎👎👎👎👎So don't waste you're money I don't recommend these cameras you'll regret it if you do I have will never purchased any yi products .
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on December 5, 2017",Amazing Camera!,5.0,"It all started when i had a package ""swiped"" by a holiday bandit. I decided to buy a camera because the Mailman said, ""it could have been your neighbor, but how can you prove it?"" I took the liberty of looking around and the NEST, Ring, and Arlo brands are so expensive! I took a chance with this little guy and to my tremendous surprise, it surpassed my expectations. Given, my expectations were really low, but this little guy stands perfectly still on my side window, keeping a watchful eye. At first, i was heavily bombarded by notifications, but it was because i placed it with view to a open road where every car was a motion to it. The system allows you to select the area where you want the camera to focus the attention. How cool is that?!? Now, i get a much lower notifications but still keeps me on my toes. I combine this with my echo dot to scare my wife every now and then. Just in case, Echo dot and the Yi Camera have no relation whatsoever, i like dropping in the Echo dot and then use the intercom feature of the camera to say dirty things to my wife. She doesn't like my Omnipresence in the house... Anyway, great camera, low price and hey, great peace of mind for this Holidays when the Christmas Bandits are on the loose. ."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on March 31, 2020","Good camera, user friendly and quick instal",5.0,"This is a good value! I am Able to monitor a part of my office so I don’t have to turn around my head every time I hear a noise, it’s really made it so I can be more productive.WARNING- if you get this for work it can’t be a network that you need a login and password for, it only allows you to enter a password and not login name. My IT department said it works on a WPA 2 network, but not a WPA-2 Enterprise (aka WPA-2 ent)It also has a decent motion detection even without a memory card or paid plan, it will alert me and let me watch 6 seconds of recorded feed (again, no memory card and no paid subscription). So during the corona shut down I can know if someone’s in my office."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on March 27, 2020",!!Phenomenal Home Security Camera!!,5.0,"No brainer! I absolutely love this system! I have a pair of Blink cameras, and a pair of Momentum cameras. I like the other two systems, but I LOVE that (with an SD card inserted for back up) I can jump to any point in time and view my home with the Yi camera system! I CANNOT do that with the Blink OR Momentum camera systems.They’re affordable! This is my first experience with home security camera. Installation/hook up was simple. Can be used in the stand, or is easily removed and blends in with every day decor. Again - the SD card is great back up! The playback feature is awesome! Watch 24 hours of coverage, or jump to certain times and watch only what is important. Every sound comes through crystal clear! I do not  have to subscribe to a service or enter into a contract! I highly recommend the Yi camera systems!!"
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on October 12, 2021",Perfect Camera,5.0,This is actually my 5th camera! Very easy to hook up! Just make sure your Wi-Fi is strong enough to pick up signal! I reside in Texas with 3 kids and a husband! My mother live in Washington state and miss us so I gave her access to peak in when she wants and she loves it! She get to see us every day! Also you can watch live and don’t necessarily have to pay to have it recorded unless you really need to! Another reason why I love the cameras is because I can chat with my family through them! Will probably buy my 6th camera and I’ve had them for over a year!
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on June 4, 2019",Great cameras!,5.0,"Edit 6/18/2019:  Updating the app took care of this issue. The firmware has been updated and the cameras are working perfectly. Adjusted my rating to five stars. ::: I have 6 other of the Yi home cameras. I bought another one, the 1080p version. I can't get the firmware to download to the camera. There is no sound that comes out of it, and it doesn't pick up the motion. I'm not sure if I have a camera that is defective or what. The other cameras works well. Not sure if the quality has gone down, as the other cameras I have, I bought last year. Edit: I received a replacement camera and it's doing the same thing. I don't know if it's just I happened to get a second defective camera or if the new cameras have these issues. The other six cameras I have, have worked great since I got them last year."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on October 5, 2017",Good Choice,5.0,These cameras are a life saver. I ditched my alarm company and decided to monitor my home on my own. Very easy set up via wi-fi. I can watch from work via smart phone.  No problems. Crystal clear video and pics when you snap from video.  No complaints.UPDATE 4/14/2018Cameras still working great. No problems that wasnt fixable i.e. updating issues. Crystal clear pics. This is not a promotional review. I recommended these to a neighbor who was car jacked. My cameras caught it all and the criminals are in jail. Really great cameras.2/4/19Cameras still going strong. If you have a problem with the privacy using their cloud then dont use it. Get a higher gig micro card. I only have a 32 and it records for like 7 days. It only records when motion is picked up.  The only problem I had was that the pin code part DOES NOT work. Had to delete and reset camera. Other than that im still satisfied. You wont believe the stuff that neighbors do at night when “no” ones watching🤨 or what you may catch going on while you’re at work. Someone hit my neighbors car one night. Yes my camera caught it.
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on January 17, 2022",Works Great,5.0,"When I first started setting up this camera, I couldn't get it going. Come to find out, I was pointing the camera the wrong direction when it showed the QR Code. Once I did it wright, it worked right away. I use it in my front window to watch the entrance way, driveway and the street. I am not able to use the infrared at night as it does not penetrate glass. Overall, its a great little camera."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on June 8, 2017",Great Product! Real experience with product! Would purchase a second camera without a doubt!,5.0,"Finally decide to buy a camera for when I'm gone for long periods of time. I was originally looking at the NEST cameras due to its popularity but began to do deeper research on other alternatives. That's when I saw the YI home camera. I thought it was a great price and read quite a bit of reviews to get a better feeling on the product. I decided to try it out and setup was a breeze. I downloaded their app on my phone, did all the necessary steps, and within 10 mins I had it up and running. The unit is lightweight and easy to place...it really captures a wide field of any room. I set up my alerts and used the feature where I can focus on a specific area and to receive alerts when motion was detected. I received an alert while I was on vacation in Cancun and received it via my apple watch as well. I logged on to the camera to see what was going on and it was my dad just checking up on my place ( I forgot he was going to visit once in a while). I was truly a believer on this product after that experience. I might end up getting another one for my bedroom. Don't hesitate....the 1080p is pretty clear as well as during night time (night vision)."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on July 25, 2017",**WARNING**  CRITICAL DATE / TIMESTAMP ISSUE,3.0,"Edit: after leaving a negative review here, YI Support replied back explaining that the video file date/time goes by UTC time rather than local time as it should be. I originally emailed their support but did not get an explanation.  Additionally, there is no date/timestamp on the video itself which I think is kinda important and needs to be added.My Yi camera captured a crime occuring outside my house over a period of several hours so the police arrived asking for a copy of the footage. I removed the SD card and inserted it into my computer so that I can copy the files off it. I discovered that not only do the video files lack a date/timestamp but the date/time on the files themselves in explorer show an incorrect time of when they were created. The ONLY way to see a correct timeline is by logging into the app which means I would have to give the police my login information so they can stream the footage online (which would not only be extremely tedious for them, but I would be giving them full access to everything I've ever recorded including current live video/audio feed from my house). I emailed Yi support and got a response several days later (as they have no number to call) and they offered NO HELP. their response was that ""there MAY be a bug that would be possibly corrected in a later firmware update"". This is absolutely UNACCEPTABLE coming from a company that creates a security product like this. How am I supposed to submit this into evidence? Needless to say, I'm going to change the system out for something else."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on February 19, 2018",Best budget home camera for the money,5.0,"This little camera is superb for the price.  It has all the features you could want, but without the need to pay for a subscription service.  That being said it could be better with some minor tweaks.  I purchased one to watch my front porch from a windowsill and it works very well for that purpose.  The only caveat is that I get some glare off the screen and had to turn the LED indicator light and infrareds off.  The camera would send me an alert when motion was detected in the area of my choosing and I could view a 6-second clip or view the live stream.  To get the full motion video you'll need to subscribe to the cloud storage or buy and install a microSD card.  I bought a card and was able to view days of motion detection at a time, easily scrolling through the app's timeline to get to each point.  I was so impressed I bought a second camera to watch the dog in the backyard or to mount in a corner of my living room.I have no gripes or complaints about this camera and would definitely recommend it for anyone wanting to keep an eye on their home/pet when they're away or watch out for packages being delivered."
"Amazon.com: Customer reviews: YI Home Security Camera, 1080p 2.4G WiFi IP Indoor Surveillance Camera with Night Vision, Motion Detection, Phone App, Pet Cat Dog Cam Works with Alexa and Google Assistance","Reviewed in the United States on December 18, 2021",Very clear image.,5.0,"I bought this before going out of the state for a week and arranging for people to come and feed my cats. I wanted to be able to keep an eye on the pets while being away from them. It works very well even in the dark the image is very clear. The only complaint is that sometimes it can take up to a minute to connect, but this is probably due to the internet connection on my phone and less about the camera itself. I'm thinking of getting another one so that I can have a larger view of the room that it is in."
